3526.32,7393.08,0
3461.67,7423.57,0
1482.11,3252.2,0
3331.58,7482.85,0
1560.7,3589.37,0
1480.09,3486.87,0
1454.2,3510.74,0
3068.4,7594.56,0
1443.28,3663.98,0
1526.29,3976.12,0
1494.69,3997.72,0
1516.52,4166.6,0
1473.42,4160.82,0
1439.99,4182.03,0
1420.57,4245.65,0
1383.47,4257.88,0
2463.08,7811.9,0
1426.77,4666.77,0
1518.06,5124.89,0
2257.75,7873.69,0
2188.95,7893.1,0
1453.53,5424.64,0
1417.9,5482.62,0
1442.1,5783.93,0
1912.15,7964.68,0
1842.57,7981.07,0
1772.86,7996.84,0
1703,8012.01,0
1633.02,8026.56,0
1562.92,8040.51,0
1492.69,8053.84,0
1422.35,8066.56,0
1351.9,8078.67,0
1280.1,8082.25,0
1209.52,8093.12,0
1139.97,8111.29,0
1069.14,8120.92,0
997.257,8122.01,0
926.342,8130.4,0
856.193,8146.13,0
785.073,8153.29,0
713.893,8159.83,0
642.658,8165.75,0
571.375,8171.05,0
500.049,8175.72,0
428.684,8179.77,0
357.286,8183.2,0
285.862,8186.01,0
214.415,8188.19,0
142.953,8189.75,0
71.4791,8190.69,0
5.01554e-13,8191,0
-71.4791,8190.69,0
-142.813,8181.75,0
-214.206,8180.2,0
-285.862,8186.01,0
-357.286,8183.2,0
-428.684,8179.77,0
-500.049,8175.72,0
-571.375,8171.05,0
-642.658,8165.75,0
-713.893,8159.83,0
-785.073,8153.29,0
-856.193,8146.13,0
-927.248,8138.35,0
-998.232,8129.95,0
-1069.14,8120.92,0
-1139.97,8111.29,0
-1210.71,8101.03,0
-1281.35,8090.16,0
-1351.9,8078.67,0
-1422.35,8066.56,0
-1492.69,8053.84,0
-1562.92,8040.51,0
-1633.02,8026.56,0
-1183.64,5568.59,0
-1239.33,5590.27,0
-1286.27,5571.45,0
-1912.15,7964.68,0
-1981.58,7947.69,0
-2050.86,7930.1,0
-2119.99,7911.9,0
-2188.95,7893.1,0
-2257.75,7873.69,0
-2326.37,7853.69,0
-2394.82,7833.09,0
-1166.14,3698.51,0
-1186.93,3653.01,0
-1216.86,3636.82,0
-1239.44,3599.59,0
-1206.38,3406.71,0
-1231.96,3384.77,0
-1158.84,3099.45,0
-1176.16,3064.01,0
-1201.76,3050.84,0
-1214.1,3005,0
-1224.59,2956.41,0
-1238.62,2918,0
-1264.43,2908,0
-1279.59,2874.01,0
-1304.21,2861.83,0
-1213.76,2602.92,0
-1245.04,2610.28,0
-1265.14,2593.92,0
-1320.75,2649.01,0
-1335.19,2620.45,0
-1300.28,2497.82,0
-1314.52,2472.25,0
-1268.29,2335.9,0
-1454.43,2623.86,0
-1218.26,2153.26,0
-1214,2102.71,0
-1193.73,2026.55,0
-1191.8,1983.49,0
-1184.5,1932.94,0
-1182.78,1892.84,0
-1126.18,1767.75,0
-1126.86,1735.21,0
-1148.03,1734.48,0
-1157.53,1716.11,0
-1136.21,1653.2,0
-1140.27,1628.47,0
-1203.8,1687.66,0
-1205.55,1659.29,0
-1212.84,1639.06,0
-1214.46,1611.65,0
-1146.3,1493.88,0
-1148.21,1469.64,0
-1215.15,1527.65,0
-1215.85,1501.45,0
-1240.99,1505.44,0
-1245.08,1483.83,0
-1265.12,1481.27,0
-1265.54,1455.83,0
-1162.9,1314.42,0
-1165.63,1294.56,0
-1193.09,1302.03,0
-1184.63,1270.36,0
-1181.9,1245.47,0
-1183,1225.04,0
-1219.58,1241.06,0
-1221.17,1221.17,0
-1184,1163.51,0
-1188.35,1147.58,0
-1220.81,1158.5,0
-1222.09,1139.62,0
-1240.1,1136.34,0
-1241.8,1118.12,0
-1230.53,1088.68,0
-1229.42,1068.72,0
-1229.58,1050.16,0
-1230.27,1032.32,0
-1210.68,998.007,0
-1210.02,979.852,0
-1188.78,945.6,0
-1190.68,930.264,0
-1203.52,923.491,0
-1202.75,906.333,0
-1204.18,891.045,0
-1203.82,874.624,0
-1222.8,872.216,0
-1222.99,856.35,0
-1192.51,819.59,0
-1198.79,808.593,0
-1221.64,808.588,0
-1223.62,794.628,0
-1227.13,781.771,0
-1188.12,742.417,0
-1115.25,683.428,0
-1239.46,744.745,0
-1244.19,732.885,0
-1127.57,651,0
-1282.9,725.832,0
-1276.07,707.337,0
-1316.47,714.784,0
-1311.18,697.165,0
-1350.03,702.781,0
-1350.77,688.25,0
-1354.93,675.543,0
-1351.79,659.31,0
-1385.47,660.835,0
-1380.31,643.648,0
-1455.94,663.509,0
-1434.27,638.577,0
-1489.31,647.568,0
-1493.98,634.157,0
-1161.32,481.033,0
-1171.96,473.503,0
-1163.02,458.127,0
-1162.31,446.168,0
-1166.16,436.008,0
-1166.16,424.447,0
-1178.3,417.259,0
-1172.44,403.705,0
-1194.89,399.804,0
-1189.77,386.58,0
-1224.57,386.106,0
-1210.68,370.143,0
-1214.82,359.847,0
-1292.9,370.732,0
-1235.37,342.6,0
-1228.66,329.218,0
-1248.91,322.99,0
-1241.98,309.66,0
-1234.91,296.476,0
-1268.63,292.886,0
-1248.68,276.826,0
-1241.27,263.84,0
-1216.09,247.416,0
-1219.18,236.985,0
-1186.79,219.958,0
-1191.62,210.114,0
-1214.12,203.174,0
-1195.1,189.286,0
-1181.87,176.632,0
-1206.15,169.513,0
-1176.85,154.935,0
-1176.17,144.415,0
-1179.37,134.372,0
-1177.51,123.762,0
-1169.59,112.619,0
-1182.48,103.454,0
-1147.45,90.3064,0
-1158.17,80.9873,0
-1162.83,71.1215,0
-1147.43,60.134,0
-1196.86,52.256,0
-1174.28,41.0069,0
-1188.59,31.1244,0
-1193.82,20.8382,0
-1192.95,10.4108,0
-1195,1.46345e-13,0
