1415,0,0
1341.95,11.711,0
1375.79,24.0145,0
1436.51,37.6163,0
1389.15,48.5103,0
1388.68,60.6309,0
1419.05,74.3694,0
1394.39,85.2848,0
1517.29,106.1,0
1388.71,109.294,0
1474.37,128.99,0
3788.48,364.789,0
8146.13,856.193,0
3678.2,419.078,0
8129.95,998.232,0
8120.92,1069.14,0
8111.29,1139.97,0
8101.03,1210.71,0
3996.19,632.934,0
4004.32,670.093,0
8066.56,1422.35,0
8053.84,1492.69,0
1512.69,294.037,0
1542.4,313.805,0
1312.67,279.017,0
1350.22,299.336,0
1459.61,336.977,0
1463.42,351.335,0
1503.96,374.979,0
1472.55,380.828,0
1498.15,401.428,0
1508.08,418.228,0
1488.99,426.962,0
7853.69,2326.37,0
7833.09,2394.82,0
7811.9,2463.08,0
1515.03,492.264,0
1513.52,506.418,0
7744.74,2666.73,0
4023.19,1424.69,0
7697.02,2801.49,0
7672.28,2868.55,0
1419.98,545.078,0
7621.05,3002.01,0
7594.56,3068.4,0
7567.5,3134.56,0
7539.86,3200.48,0
7511.64,3266.15,0
1409.6,627.595,0
4021.12,1832.53,0
7423.57,3461.67,0
7393.08,3526.32,0
1454.25,709.285,0
7330.41,3654.81,0
1545.01,787.22,0
1552.27,808.06,0
7232.22,3845.44,0
7198.39,3908.41,0
1544.58,856.174,0
1556.2,880.453,0
7093.61,4095.5,0
7057.6,4157.25,0
7021.06,4218.68,0
6983.98,4279.79,0
6946.36,4340.57,0
6908.22,4401.02,0
4027.3,2615.36,0
6830.36,4520.92,0
6790.65,4580.35,0
6750.42,4639.43,0
1562.94,1094.38,0
1563.1,1114.95,0
1518.52,1103.27,0
1516.07,1121.84,0
1501.43,1131.41,0
1503.4,1153.6,0
6454.6,5042.88,0
6410.34,5099.02,0
1485.9,1203.26,0
1482.29,1221.91,0
1447.06,1214.23,0
1447.05,1235.9,0
6181.83,5373.78,0
6134.7,5427.52,0
6087.1,5480.85,0
6039.04,5533.76,0
5990.52,5586.25,0
5941.54,5638.31,0
5892.11,5689.95,0
5842.23,5741.15,0
5791.91,5791.91,0
5741.15,5842.23,0
1429.61,1480.4,0
1588.03,1673.44,0
1581.55,1696.01,0
1578.85,1723.02,0
1550.38,1721.87,0
1542.58,1743.57,0
1377.72,1584.89,0
1372.93,1607.5,0
1419.92,1692.19,0
1407.01,1706.83,0
1396.46,1724.49,0
1396.92,1756.17,0
1487.44,1903.83,0
1462.85,1906.43,0
1410.05,1871.2,0
1399.02,1890.67,0
1375.42,1893.1,0
4756.54,6668.42,0
4698.16,6709.67,0
1542.89,2244.92,0
1512.06,2241.72,0
1514.52,2288.18,0
1486.32,2288.73,0
1486.71,2333.66,0
1454.1,2327.04,0
1449.41,2365.22,0
1444.68,2404.35,0
1440.39,2445.3,0
1407,2437,0
1405.38,2484,0
1408.86,2541.64,0
1422.41,2619.75,0
1413.58,2658.56,0
1415.72,2719.58,0
3718.64,7298.23,0
1546.52,3101.84,0
3590.7,7362.02,0
